mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
4548,Yozakura Quartet,TV,Manga,12,Finished Airing,False,2008-10-03,2008-12-19,24 min per ep,PG-13 - Teens 13 or older,6.81,37837,6108,1626,168435,288,fall,2008,Nomad,TBS,Sentai Filmworks,Action|Comedy|Fantasy,Mythology|Urban Fantasy,Shounen,"The world of Yozakura Quartet is actually not one, but two worlds: one of humans, and one of youkai. Despite appearing mostly human, youkai may have animal like physical traits, along with a number of special abilities. Normally youkai are confined to their world, but some have found their way into the realm of humanity. As a symbol of peace, and a bridge between the two realms, a city was constructed within the protective barrier of seven magical trees, otherwise known as the Seven Pillars. This city of Sakurashin is home to both humans and youkai, with the peace between them maintained by the Hizumi Life Counseling Office.

The director of this office is Akina Hiizumi, a teenager with the inherited family ability to perform “tuning,” which can send harmful youkai back to their world permanently. He is aided by a group of girls, including the town’s 16 year old youkai mayor, Hime Yarizakura, their town’s announcer and resident telepath, Ao Nanami, and Kotoha Isone, a half-youkai who c"
4550,Hyakko,TV,Manga,13,Finished Airing,False,2008-10-02,2008-12-25,24 min per ep,PG-13 - Teens 13 or older,7.26,21168,3427,3719,47258,112,fall,2008,Nippon Animation,Flex Comix,Nozomi Entertainment,Comedy,CGDCT|School,Shounen,"On their first day of high school shy Ayumi Nonomura and taciturn Tatsuki Iizuka become lost on the immense campus of Kamizono Academy. An irresistible force of nature named Torako Kageyama accompanied by her best friend Suzume Saotome appears in front of them. Led, sometimes pushed, by Torako, the girls and their classmates work through problems of school, home and adolescence."
4662,Neo Angelique Abyss: Second Age,TV,Visual novel,13,Finished Airing,False,2008-07-07,2008-09-29,25 min per ep,PG-13 - Teens 13 or older,7,9613,4987,5305,22207,41,summer,2008,Yumeta Company,Lantis|MediaNet|Pony Canyon|AT-X|Koei|TYO,Sentai Filmworks,Comedy|Fantasy|Romance,Reverse Harem,Josei,"Continuing where the first season left off, the sudden increase of Thanatos with the disappearance of the Aube Hunters has now left Arcadia in ruin. Desperation reigns high as the Religious Organization fights to battle the Thanatos. Six months had already past since Hidamari mansion burned to ashes, the Aube Hunters, once hailed as heroes, is now blamed for the appearance of Thanatos. Nevertheless, hope still exists for the reappearance of the Queen's Egg one day, who will become the savior of Arcadia. Unknown to many however, the Aube Hunters have actually been silently waiting for the awakening of Angelique, who has been asleep the entire time."
4722,Skip Beat!,TV,Manga,25,Finished Airing,False,2008-10-06,2009-03-30,24 min per ep,PG-13 - Teens 13 or older,8.07,147535,641,978,287020,5344,fall,2008,HAL Film Maker,Sotsu|Pony Canyon|Hakusensha|TV Tokyo Music|Omnibus Promotion,Pied Piper,Comedy|Drama|Romance,Love Polygon|Showbiz,Shoujo,"Day in and day out, Kyouko Mogami works multiple jobs to support her childhood friend, Shoutarou ""Shou"" Fuwa, in his rise to stardom as an idol. She never complains about her way of life, as she is deeply infatuated with Shou and would go to the ends of the world for him. However, her heart is broken when she overhears Shou talk about how he views her as nothing more than a maid he cares little for. 

Angered over being used, Kyouko flies into a rage and swears to get revenge on her former crush by entering the world of showbiz to surpass him. Joining the relentless and unforgiving entertainment industry proves to be a challenge, as she continuously meets people who force her out of her comfort zone. But for the sake of vengeance, Kyouko is determined to push herself and rise to the top.

[Written by MAL Rewrite]"
4725,Ga-Rei: Zero,TV,Manga,12,Finished Airing,False,2008-10-06,2008-12-22,23 min per ep,R - 17+ (violence & profanity),7.56,99051,1916,1109,253379,2905,fall,2008,AIC Spirits|asread.,Lantis|Kadokawa Shoten|Rakuonsha|Kadokawa Pictures Japan|KlockWorx,Funimation,Action|Supernatural|Suspense,Gore|Super Power,Shounen,"In Japan, there exists a government agency known as the Supernatural Disaster Countermeasures Division (SDCD), whose duty is to protect the citizens from creatures unseen. They are able to dispatch these monsters swiftly and without alerting the general public. But currently, they face a different challenge: the betrayal of one of their own.

After the death of her mother several years ago, Kagura Tsuchimiya has been fostered by the Isayama family and forms a close sister-like bond with their daughter Yomi. The two become inseparable, and together they work for the SDCD as highly skilled exorcists. However, as the stress and consequences of their sacred duty weigh on them both, and family politics come into play, Kagura and Yomi begin to slowly drift apart. One of them grows earnestly into her role as an exorcist, and the other heads down a dark path from which there may be no redemption.

[Written by MAL Rewrite]"
4752,Vampire Knight Guilty,TV,Manga,13,Finished Airing,False,2008-10-07,2008-12-30,24 min per ep,PG-13 - Teens 13 or older,7.06,231970,4685,708,384628,2584,fall,2008,Studio Deen,TV Tokyo|Aniplex,VIZ Media,Drama|Mystery|Romance|Supernatural,Love Polygon|Vampire,Shoujo,"When the missing Zero Kiryuu returns to Cross Academy, Yuuki Cross is relieved to see him safe, but finds that Zero has changed in more ways than one. As a result of choices he made, Zero is plagued by visions, and he seeks to uncover the reason behind them—unaware that the answers may be much closer than he thinks.

Soon Yuuki also begins to be tormented by ghastly hallucinations, and she seeks an explanation about her shrouded past from the only one who can provide clarity: Pureblood vampire Kaname Kuran, who is closest to her heart. But what will happen when the truth is finally revealed?

[Written by MAL Rewrite]"
4898,Kuroshitsuji,TV,Manga,24,Finished Airing,False,2008-10-03,2009-03-27,24 min per ep,R - 17+ (violence & profanity),7.65,646692,1591,128,1272199,23729,fall,2008,A-1 Pictures,Aniplex|Square Enix|Yomiko Advertising|Mainichi Broadcasting System|Movic|Trinity Sound|Hakuhodo DY Media Partners,Funimation|Aniplex of America,Action|Mystery|Supernatural,Historical|Mythology,Shounen,"Young Ciel Phantomhive is known as ""the Queen's Guard Dog,"" taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities, Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye?

In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments, he formed a contract with Sebastian, a demon, bargaining his soul in exchange for vengeance upon those who wronged him. Today, not only is Sebastian one hell of a butler, but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes, a bond forms between them that neither heaven nor hell can tear apart.

[Written by MAL Rewrite]"
4999,Asu no Yoichi!,TV,Manga,12,Finished Airing,False,2009-01-09,2009-03-27,24 min per ep,PG-13 - Teens 13 or older,6.68,113779,6885,1290,216741,375,winter,2009,AIC,Lantis|TBS|Movic,Sentai Filmworks,Action|Comedy|Romance|Ecchi,Harem|Martial Arts,Shounen,"Yoichi Karasuma has spent all of his life in the mountains, training in the Soaring Wind, Divine Wind swordsmanship style. Under his father’s guidance, he is able to master the technique at the age of 17. With nothing left to learn, Yoichi is sent to a new dojo located in the city so he can continue to train and gain an understanding of modern society.

Unfortunately, Yoichi has no idea how to act or speak to anyone in the present day and acts like a samurai, complete with odd speech and traditional clothing. As he goes to live with the Ikaruga sisters at the dojo, Yoichi, clueless on how to interact with others, is constantly hurtled in hilarious misunderstandings. Asu no Yoichi! follows Yoichi as he stumbles through his new life and tries to learn how to live in the modern world with his new family.

[Written by MAL Rewrite]"
5030,Maria†Holic,TV,Manga,12,Finished Airing,False,2009-01-05,2009-03-23,24 min per ep,PG-13 - Teens 13 or older,7,81105,4975,1455,189713,561,winter,2009,Shaft,Frontier Works|Genco|Media Factory|AT-X|Omnibus Promotion,Sentai Filmworks,Comedy|Girls Love,Crossdressing|Parody|School,Seinen,"In search of true love, Kanako Miyamae transfers to Ame no Kisaki Catholic school, inspired by how her parents fell in love with each other there. There is just one difference, though: because men make Kanako break into hives, she has actually come to the all-girls school to find a partner of the same sex.
 
When she meets the beautiful Mariya Shidou, Kanako believes she has found that special someone; however, there's more to Mariya than meets the eye—it turns out that Kanako's first love is actually a cross-dressing boy. Mariya threatens to expose Kanako's impure intentions unless she keeps his real gender a secret, and to make things worse, he also replaces her original roommate so that he can now keep a close eye on her.

Maria†Holic follows Kanako as she looks for love in all the wrong places and searches for the girl of her dreams—that is, if she can survive being Mariya's roommate!

[Written by MAL Rewrite]"
5032,Cobra The Animation,TV,Manga,13,Finished Airing,False,2010-01-02,2010-03-27,24 min per ep,R+ - Mild Nudity,7.15,4121,4108,7054,10739,29,winter,2010,Magic Bus,Happinet Pictures,Sentai Filmworks,Action|Adventure|Sci-Fi,Adult Cast|Space,Shounen,"This Cobra adaptation features short arcs of Cobra saving the world, his friends or himself."
5039,Kurozuka,TV,Manga,12,Finished Airing,False,2008-10-07,2008-12-23,23 min per ep,R - 17+ (violence & profanity),6.86,33778,5768,2354,102427,337,fall,2008,Madhouse,Sony Pictures Entertainment,Mill Creek Entertainment,Action|Drama|Horror|Romance|Sci-Fi,Gore|Historical|Samurai|Vampire,Seinen,"In 12th-century Japan, swordsman Kurou escapes ghastly pursuers into a deep forest with his servant Benkei. Seeking shelter, the two find themselves within the secluded abode of the mysterious and beautiful Kuromitsu. While they are warmly accepted, the men are warned to never enter Kuromitsu's room.

However, driven by innate curiosity and perhaps a condemned love, Kurou peeks through the ajar door, only to find Kuromitsu feasting on the blood of fallen men. He soon learns Kuromitsu is an immortal vampire, and dedicates himself to her—even becoming a vampire himself in order to spend eternity with her. But the cryptic organization known as the Red Army has enlisted the help of Benkei, who betrays Kurou and severs his head. 

Awaking centuries into the future in an apocalyptic modern-day Japan, Kurou sets off to reunite with his lover and exact revenge on the Red Army.

[Written by MAL Rewrite]"
5079,Kurokami The Animation,TV,Manga,23,Finished Airing,False,2009-01-09,2009-06-19,23 min per ep,R - 17+ (violence & profanity),7.11,46102,4372,2009,127600,347,winter,2009,Sunrise,Bandai Visual|TV Asahi|Square Enix,Bandai Entertainment|Sentai Filmworks|Discotek Media|NYAV Post,Action|Supernatural,Martial Arts,Seinen,"High school student Ibuki Keita has been haunted by misfortune for as long as he can remember. For no apparent reason, everyone around him dies tragically. Ultimately, he refuses to become too close to anyone, even his childhood friend Akane. This leaves Keita alone in a life full of misery and disgrace.

While eating at his favorite ramen shop one evening, Keita meets a strange young girl named Kuro. Possessing abilities that surpass that of a normal human being, Kuro classifies herself as a Mototsumitama. She explains to Keita about ""Terra,"" a life-energy force split between three identical looking people; a global phenomenon dubbed the ""Doppeliner System."" As a Mototsumitama, Kuro guards the ""Coexistence Equilibrium,"" the beings that protect the flow of Terra around the world. Keita refuses to believe her story, until he is caught up in the crossfire of this hidden world. On the verge of death, he makes a contract with Kuro, unbeknownst to its true meaning. Now he is bound to Kuro, "
